2,CNBSH5,2089,2089A,GCELL,HYBHIFREQBANDSUPPORT,1,0,Huawei,GSM,1,0,0,2018-03-14 00:19:58.649018,2018-03-14 00:19:58.649018
3,CNBSH5,2089,2089A,GCELL,HYBHIFREQBANDSUPPORT,1,0,Huawei,GSM,1,0,0,2018-03-14 00:19:58.649018,2018-03-14 00:19:58.649018
